accuracy,macro_p,macro_r,macro_f1,weighted_f1,f1_c0,f1_c1,f1_c2,recall_c2,model,run
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,GCN (undirected),28
0.9770114942528736,0.9838772338772338,0.9247863247863247,0.9505845367914333,0.9764389835733474,0.9885057471264368,0.9743589743589743,0.8888888888888888,0.8,GCN (undirected),29
0.7126436781609196,0.8047101449275362,0.5610017889087656,0.5936408603170088,0.7032049091843402,0.7640449438202247,0.6835443037974683,0.3333333333333333,0.2,GCN (shuffled-edge),0
0.7701149425287356,0.8425925925925926,0.6610614192009541,0.7087922625897308,0.7664590974281066,0.7954545454545454,0.759493670886076,0.5714285714285714,0.4,GCN (shuffled-edge),1
0.7126436781609196,0.808461978273299,0.5586165772212284,0.5902777777777778,0.6989942528735632,0.7708333333333334,0.6666666666666666,0.3333333333333333,0.2,GCN (shuffled-edge),2
0.7126436781609196,0.7226162332545312,0.6772411051480819,0.6962962962962962,0.7106002554278417,0.7555555555555555,0.6666666666666666,0.6666666666666666,0.6,GCN (shuffled-edge),3
0.735632183908046,0.819859726836471,0.6378056052474657,0.6853590216574434,0.7329907909336989,0.7529411764705882,0.7317073170731707,0.5714285714285714,0.4,GCN (shuffled-edge),4
0.7241379310344828,0.4807692307692308,0.5098389982110912,0.4945054945054945,0.7014020462296324,0.7912087912087912,0.6923076923076923,0.0,0.0,GCN (shuffled-edge),5
0.6896551724137931,0.4621774478614351,0.4881733253826277,0.47348272642390293,0.6706880453330758,0.7380952380952381,0.6823529411764706,0.0,0.0,GCN (shuffled-edge),6
0.7241379310344828,0.4937246216315983,0.5114291393361161,0.5022490190448846,0.711792252022137,0.7906976744186046,0.7160493827160493,0.0,0.0,GCN (shuffled-edge),7
0.7701149425287356,0.7388026324196537,0.6602663486384417,0.6877192982456141,0.7662431941923775,0.8,0.7631578947368421,0.5,0.4,GCN (shuffled-edge),8
